contribution_consistency,repayment_punctuality,default_history,attendance_score,savings_stability,loan_to_savings_ratio,average_overdue_days,current_unpaid_loans,defaulted
0.8,0.48,0.23,0.26,0.56,0.36,44,4,0
0.89,0.49,0.34,0.54,0.3,1.2,37,1,0
0.62,0.6,0.86,0.97,0.67,0.36,43,4,0
0.42,0.35,0.84,0.26,0.84,1.34,80,5,0
1.0,0.47,0.74,0.77,0.87,2.37,65,3,1
0.8,0.53,0.36,0.51,0.47,2.68,75,2,0
0.41,0.27,0.14,0.52,0.34,0.63,51,6,0
0.33,0.21,0.38,0.72,0.65,2.12,63,1,1
0.82,0.63,0.74,0.94,0.9,0.78,90,0,0
0.26,0.38,0.8,0.99,0.68,1.2,39,5,0
0.65,0.36,0.3,0.97,0.5,0.43,42,2,0
0.81,0.69,0.32,0.33,0.36,2.65,38,0,1
0.26,0.63,0.18,0.63,0.59,0.35,1,0,1
0.77,0.65,0.53,0.57,0.94,0.57,10,4,0
0.91,0.78,0.53,0.84,0.22,0.37,81,5,0
0.81,0.46,0.11,0.33,0.41,2.62,6,0,0
0.67,0.69,0.6,0.59,0.83,2.05,16,6,0
0.58,0.99,0.76,0.22,0.82,1.89,55,6,1
0.34,0.59,0.56,0.76,0.9,2.49,84,3,1
0.44,0.29,0.09,0.64,0.8,2.55,16,0,1
0.61,0.81,0.01,0.98,0.53,0.36,62,3,0
0.8,0.75,0.55,0.65,0.76,1.25,48,0,0
0.91,1.0,0.32,0.27,0.43,0.93,28,3,0
0.75,0.95,0.17,0.5,0.2,0.45,7,1,0
0.34,0.52,0.68,0.57,0.59,2.81,1,6,1
0.64,0.55,0.18,0.89,0.97,1.18,6,3,0
0.44,0.55,0.08,0.79,0.3,0.97,56,1,1
0.97,0.92,0.41,0.61,0.33,1.96,67,2,0
0.22,0.68,0.59,0.85,0.64,0.84,43,6,1
0.44,0.63,0.44,0.96,0.97,1.64,90,6,0
0.74,0.88,0.03,0.33,0.88,2.37,59,4,0
0.67,0.71,0.4,0.84,0.44,1.02,41,0,1
0.25,0.28,0.64,0.45,0.69,1.65,80,0,1
0.71,0.96,0.67,0.46,0.48,1.05,36,4,1
0.47,0.46,0.42,0.86,0.37,0.48,26,0,0
0.64,0.33,0.26,0.42,0.31,1.5,70,6,1
0.71,0.74,0.14,0.28,0.31,0.75,74,1,0
0.83,0.84,0.1,0.36,0.58,2.92,13,5,0
0.25,0.37,0.68,0.84,0.52,2.01,37,3,1
0.8,0.95,0.85,0.59,0.54,2.44,85,5,0
0.3,0.65,0.46,0.46,0.58,1.82,34,3,1
0.99,0.67,0.4,0.73,0.86,0.85,44,4,0
0.41,0.78,0.77,0.78,0.59,1.09,4,1,0
0.65,0.59,0.59,0.72,0.36,1.75,90,3,1
0.95,0.32,0.33,0.96,0.56,2.6,29,5,0
0.32,0.57,0.34,0.56,0.86,1.7,74,5,0
0.84,0.79,0.5,0.77,0.23,1.5,78,4,1
0.7,0.71,0.25,0.44,0.35,1.02,60,5,0
0.3,0.2,0.38,0.23,0.57,1.9,3,6,1
0.55,0.88,0.06,0.31,0.58,2.91,7,2,1
0.56,0.73,0.6,0.88,0.47,2.72,38,5,1
0.92,0.28,0.71,0.94,0.86,1.61,13,5,0
0.91,0.31,0.08,0.8,0.22,0.9,60,1,1
0.36,0.74,0.01,0.42,0.74,0.86,18,5,0
0.3,0.58,0.02,0.84,0.87,2.24,75,3,1
0.39,0.26,0.85,0.79,0.85,0.63,0,5,1
0.86,0.41,0.65,0.29,0.81,2.01,62,6,1
0.4,0.99,0.17,0.87,0.33,1.34,17,2,0
0.85,0.84,0.6,0.61,0.97,1.97,67,1,0
0.57,0.59,0.12,0.32,0.68,1.29,15,3,1
0.29,0.32,0.81,0.39,0.83,2.69,72,0,0
0.65,0.97,0.69,0.92,0.96,2.8,18,3,0
0.37,0.92,0.38,0.33,0.59,2.85,87,1,1
0.38,0.34,0.31,0.5,0.28,2.41,48,4,1
0.9,0.54,0.43,0.89,0.71,1.1,86,6,1
0.52,0.47,0.72,0.85,0.55,0.36,81,5,0
0.23,0.82,0.75,0.81,0.69,1.23,54,5,0
0.48,0.89,0.1,0.49,0.86,1.22,14,6,0
0.25,0.94,0.63,0.71,0.73,2.31,40,5,0
0.98,0.64,0.84,0.25,0.46,2.1,15,4,1
0.58,0.78,0.41,0.44,0.3,0.37,87,1,1
0.21,0.63,0.29,0.89,0.43,2.41,0,0,1
0.43,0.28,0.55,0.54,0.55,0.37,31,1,1
0.62,0.64,0.64,0.56,0.44,2.06,88,1,1
0.82,0.74,0.52,0.29,0.55,0.97,64,0,1
0.86,0.28,0.83,0.41,0.42,2.76,88,2,1
0.37,0.71,0.17,0.77,0.72,2.43,60,5,0
0.9,0.66,0.46,0.36,0.68,2.45,80,4,1
0.62,0.74,0.15,0.27,0.32,2.78,5,4,0
0.36,0.26,0.37,0.91,0.44,2.43,86,0,0
0.84,0.58,0.58,0.96,0.79,1.94,43,4,1
0.38,0.64,0.09,0.91,0.56,2.66,27,5,1
0.4,0.39,0.52,0.26,0.45,0.42,25,0,0
0.53,0.57,0.6,0.41,0.55,1.19,51,3,1
0.28,0.36,0.01,0.88,1.0,2.08,90,4,0
0.85,0.63,0.02,0.39,0.48,0.86,49,1,1
0.83,1.0,0.85,0.32,0.22,1.29,54,3,0
0.65,0.66,0.58,0.47,0.33,1.63,78,2,1
0.31,0.76,0.79,0.74,0.54,1.02,1,1,0
0.33,0.53,0.18,0.22,0.76,2.31,53,0,0
0.86,0.43,0.9,0.31,0.65,2.1,67,5,1
0.71,0.61,0.88,0.43,0.49,2.23,56,2,0
0.75,0.38,0.35,0.84,0.53,1.5,69,3,0
0.46,0.37,0.42,0.73,0.81,1.78,79,3,0
0.24,0.91,0.54,0.56,0.24,1.06,67,0,1
0.55,0.52,0.87,0.43,0.76,0.66,58,3,1
0.9,0.72,0.55,0.65,0.24,1.32,70,5,0
0.42,0.26,0.59,0.66,0.92,0.4,48,0,1
0.93,0.96,0.54,0.27,0.73,2.38,40,1,1
0.69,0.39,0.36,0.22,0.62,2.06,58,2,0
0.91,0.29,0.02,0.58,0.93,0.77,45,3,0
0.67,0.62,0.08,0.77,0.49,2.86,20,4,0
0.6,0.71,0.1,0.92,0.84,1.86,46,0,0
0.33,0.78,0.85,0.67,0.32,2.12,37,2,1
0.72,0.3,0.54,0.26,0.92,2.27,30,2,0
0.45,0.82,0.58,0.52,0.79,2.69,36,5,1
0.56,0.31,0.63,0.37,0.53,2.35,16,5,1
0.28,0.89,0.5,0.33,0.56,2.72,42,1,0
0.32,0.35,0.77,0.37,0.73,1.9,67,2,0
0.64,0.46,0.16,0.82,0.36,1.42,71,6,0
0.59,0.55,0.87,0.72,0.76,0.96,58,0,1
0.81,0.23,0.81,0.41,0.38,2.47,52,4,1
0.7,0.36,0.39,0.58,0.41,2.89,80,0,0
0.8,0.98,0.22,0.46,0.98,1.94,42,1,0
0.89,0.33,0.86,0.46,0.8,2.57,23,6,0
0.61,0.68,0.27,0.58,0.85,0.48,73,3,0
0.21,0.48,0.65,0.6,0.28,2.78,13,5,0
0.67,0.69,0.74,0.83,0.41,2.71,40,2,1
0.35,0.27,0.89,0.81,0.57,1.96,46,2,1
0.25,0.73,0.58,0.95,0.82,0.59,85,2,1
0.86,0.52,0.71,0.41,0.86,1.9,87,4,0
0.36,0.42,0.32,0.88,0.55,2.69,20,6,1
0.22,0.77,0.6,0.76,0.61,0.37,1,5,0
0.9,0.68,0.54,0.27,0.88,0.62,66,5,1
0.44,0.72,0.43,0.58,0.72,1.45,1,3,1
0.82,0.5,0.62,0.9,0.64,0.78,28,2,1
0.96,0.27,0.76,0.91,0.54,2.34,77,0,1
0.23,0.54,0.36,0.6,0.41,2.75,4,2,1
0.27,0.77,0.69,0.44,0.24,2.58,50,0,1
0.97,0.32,0.48,0.21,0.82,0.94,61,5,0
0.22,0.87,0.14,0.21,0.91,2.14,5,6,1
0.2,0.4,0.69,0.7,0.53,1.47,88,3,1
0.67,0.24,0.88,0.81,0.99,2.66,32,0,0
0.24,0.94,0.02,0.71,0.75,2.9,14,6,0
0.52,0.91,0.17,0.23,0.79,1.75,36,2,0
0.56,0.66,0.48,0.39,0.53,0.6,11,3,1
0.41,0.86,0.63,0.66,0.55,2.09,19,5,0
0.75,0.81,0.89,0.35,0.99,0.85,81,5,0
0.76,0.63,0.09,0.58,0.63,1.65,32,2,1
0.96,0.6,0.54,0.37,0.37,2.74,39,2,1
0.71,0.81,0.14,0.9,0.21,1.51,22,1,1
0.3,0.32,0.34,0.29,0.49,1.0,4,4,0
0.86,0.94,0.59,0.29,0.28,1.86,1,4,1
0.45,0.75,0.55,0.92,0.22,2.93,30,0,0
0.46,0.82,0.83,0.92,0.96,2.83,54,6,0
0.43,0.43,0.55,0.77,0.75,2.94,53,4,1
0.46,0.92,0.46,0.9,0.81,2.4,76,4,0
0.94,0.23,0.58,0.33,0.61,2.9,86,2,1
0.27,0.28,0.72,0.98,0.91,2.06,60,0,1
0.84,0.21,0.68,0.95,0.73,0.43,78,2,1
0.38,0.42,0.69,0.42,0.43,0.53,41,0,0
0.31,0.44,0.76,0.6,0.39,1.22,44,0,1
0.34,0.48,0.72,0.48,1.0,1.96,44,1,0
0.28,0.65,0.79,0.25,0.3,0.87,18,1,1
0.38,0.3,0.24,0.52,0.69,1.95,33,5,1
0.49,0.77,0.63,0.38,0.38,0.55,76,1,1
0.26,0.71,0.69,0.31,0.81,1.01,83,4,0
0.2,0.9,0.86,0.29,0.34,2.93,50,3,1
0.34,0.45,0.32,0.61,0.57,2.31,74,5,1
0.94,0.34,0.34,0.62,0.85,2.65,47,1,0
0.5,0.3,0.4,0.25,0.92,1.78,49,4,1
0.65,0.85,0.1,0.6,0.36,2.75,24,1,0
0.44,0.59,0.33,0.37,0.47,0.51,45,0,1
0.58,0.97,0.05,0.4,0.88,0.75,86,4,0
0.77,0.41,0.77,0.84,0.63,2.27,89,1,0
0.89,0.52,0.3,0.6,0.88,1.59,2,5,1
0.57,0.48,0.17,0.5,0.26,1.02,69,0,1
0.73,0.24,0.46,0.59,0.3,1.59,69,0,1
0.49,0.84,0.68,0.94,0.99,1.25,49,0,1
0.91,0.65,0.08,0.88,0.84,2.64,28,4,0
0.58,0.97,0.64,0.95,0.31,2.73,88,4,0
0.3,0.82,0.46,0.55,0.88,0.7,82,3,0
0.62,0.26,0.7,0.88,0.34,1.82,73,2,1
0.23,0.78,0.12,0.61,0.4,0.33,73,6,0
0.92,0.86,0.79,0.67,0.6,0.71,30,4,1
0.79,0.55,0.59,0.49,0.32,2.12,80,4,1
0.35,0.43,0.54,0.52,0.77,1.17,66,0,1
0.6,0.89,0.37,0.22,0.62,2.15,75,6,0
0.46,0.72,0.42,0.98,0.23,0.41,40,3,1
0.21,0.28,0.64,0.48,0.24,1.64,36,3,1
0.75,0.33,0.14,0.89,0.49,2.74,34,1,1
0.67,0.44,0.64,0.98,0.47,1.28,64,6,1
0.52,0.89,0.41,0.5,0.84,1.44,7,4,0
0.27,0.96,0.76,0.49,0.57,1.96,71,2,1
0.85,0.3,0.19,0.23,0.5,0.3,33,4,0
0.94,0.22,0.79,0.49,0.32,2.13,80,5,0
0.99,0.4,0.06,0.49,0.76,0.48,43,6,0
0.47,0.82,0.45,0.43,0.89,1.78,0,1,1
0.68,0.32,0.77,0.59,0.67,1.33,15,0,1
0.92,0.3,0.59,0.88,0.67,0.62,17,3,1
0.54,0.77,0.74,0.63,0.69,2.59,84,6,1
0.96,0.46,0.08,0.78,0.32,0.95,70,5,0
0.45,0.97,0.72,0.56,0.93,0.63,70,2,1
0.51,0.93,0.14,0.66,1.0,0.95,27,6,1
0.63,0.35,0.39,0.76,0.37,1.92,0,0,1
0.61,0.55,0.4,0.36,0.85,2.57,44,1,0
0.52,0.31,0.7,0.36,0.97,0.74,5,5,1
0.84,0.22,0.74,0.32,0.4,2.29,75,3,1
0.42,0.73,0.68,0.37,0.4,1.29,44,5,1
0.65,0.45,0.49,0.74,0.97,2.96,67,0,0
0.39,0.44,0.12,0.67,0.94,0.43,16,4,0
0.38,0.39,0.61,0.28,0.86,2.24,72,1,0
0.97,0.21,0.74,0.63,0.96,1.0,47,4,0
0.76,0.41,0.88,0.79,0.55,2.18,24,1,1
0.26,0.44,0.63,0.59,0.73,1.58,69,2,1
0.22,0.33,0.53,0.37,0.62,2.77,33,2,0
0.59,0.41,0.32,0.49,0.46,0.51,25,0,1
0.35,0.45,0.43,0.51,0.71,1.5,22,3,1
0.28,0.92,0.57,1.0,0.77,0.92,49,0,1
0.56,0.62,0.74,0.72,0.52,2.9,37,6,1
0.75,0.25,0.63,0.29,0.34,0.35,89,5,1
0.71,0.31,0.48,0.23,0.25,1.43,56,4,0
0.52,0.73,0.11,0.49,0.93,1.78,55,3,0
0.88,0.58,0.23,0.65,0.92,1.41,19,4,1
0.78,0.63,0.48,0.95,0.23,2.09,30,0,0
0.61,0.7,0.22,0.73,0.96,1.67,13,2,0
0.7,0.27,0.24,0.71,0.28,0.57,84,0,0
0.93,0.64,0.71,0.23,0.51,1.78,88,6,1
0.7,0.77,0.88,0.54,0.73,2.65,84,0,1
0.65,0.2,0.16,0.39,0.88,2.49,52,1,1
0.77,0.77,0.79,0.95,0.39,0.81,75,0,0
0.37,0.33,0.56,0.94,0.71,2.1,54,6,0
0.29,0.78,0.72,0.95,0.7,0.74,50,0,0
0.84,0.45,0.51,0.97,0.43,0.35,87,6,1
0.57,0.47,0.43,0.67,0.2,0.54,11,5,1
0.84,0.81,0.4,0.25,0.57,1.91,45,6,1
0.24,0.68,0.37,0.43,0.91,2.67,22,5,0
0.86,0.31,0.67,0.88,0.32,0.58,53,3,1
0.73,0.54,0.51,0.9,0.81,2.53,86,3,0
0.76,0.31,0.27,0.43,0.69,1.78,76,1,0
0.63,0.74,0.78,0.54,0.21,2.16,61,4,1
0.46,0.53,0.02,0.89,0.26,2.57,7,6,1
0.46,0.66,0.41,0.29,0.96,1.54,72,3,1
0.79,0.29,0.66,0.9,0.26,1.93,61,6,1
0.87,0.38,0.44,0.35,0.87,2.17,23,6,1
0.84,0.9,0.47,0.36,0.88,0.42,14,1,0
0.82,0.28,0.36,0.57,0.73,0.71,30,2,0
0.28,0.4,0.01,0.37,0.93,1.43,27,3,0
0.95,0.63,0.65,0.97,0.77,2.13,1,2,0
0.34,0.28,0.18,0.24,0.27,0.35,82,4,1
0.56,0.85,0.24,0.69,0.72,0.32,47,0,0
0.92,0.62,0.57,0.32,0.72,2.91,2,3,0
0.34,0.29,0.58,0.82,0.42,0.93,72,6,0
0.76,0.62,0.38,0.27,0.71,2.28,37,6,1
0.22,0.59,0.6,0.57,0.69,2.72,23,0,0
0.64,0.43,0.29,0.31,0.43,0.38,14,6,0
0.35,0.76,0.17,0.52,0.89,1.55,86,5,0
0.9,0.71,0.4,0.7,0.7,1.47,53,0,0
0.49,0.61,0.02,0.51,0.65,1.1,18,1,0
0.84,0.22,0.87,0.63,0.45,0.97,0,2,1
0.57,0.43,0.03,0.41,0.29,1.25,15,4,1
0.98,0.41,0.76,0.93,0.97,0.91,15,4,0
0.38,0.51,0.83,0.72,0.94,2.33,72,0,1
0.64,0.91,0.56,0.42,0.33,0.34,52,2,1
0.8,0.61,0.69,0.56,0.96,1.66,55,4,1
0.21,0.22,0.41,0.78,0.41,0.38,81,5,1
0.29,0.91,0.2,0.5,0.89,2.8,42,0,0
0.44,0.53,0.56,0.89,0.56,1.45,30,3,0
0.73,0.56,0.4,0.49,0.86,2.68,31,1,0
0.83,0.93,0.2,0.66,0.42,1.02,14,1,0
0.4,0.49,0.88,0.69,0.96,2.2,41,1,0
0.41,0.98,0.22,0.49,0.55,1.49,84,1,0
0.28,0.59,0.17,0.81,0.32,2.99,56,1,1
0.66,0.22,0.65,0.83,0.35,1.35,86,5,1
0.63,0.8,0.35,0.34,0.29,1.31,85,2,0
0.56,0.77,0.84,0.48,0.94,2.54,40,3,0
0.55,0.44,0.52,0.76,0.29,2.18,59,5,0
0.74,0.39,0.21,0.85,0.84,1.72,71,4,0
0.65,0.75,0.33,0.35,0.97,2.38,13,3,1
0.37,0.37,0.48,0.55,0.34,1.63,69,2,0
0.49,0.57,0.56,0.53,0.57,1.32,17,3,1
0.88,0.27,0.6,0.98,0.44,2.14,20,4,0
0.7,0.77,0.01,0.23,0.55,2.26,41,0,1
0.82,0.68,0.0,0.47,0.89,0.49,63,5,0
0.84,0.38,0.56,0.99,0.88,1.62,75,5,0
0.3,0.91,0.46,0.57,0.76,1.6,30,6,0
0.27,1.0,0.38,0.87,0.62,2.67,49,3,0
0.51,0.73,0.89,0.57,0.46,2.28,29,4,1
0.55,0.57,0.15,0.74,0.46,2.13,22,3,0
0.72,0.7,0.54,0.21,0.7,1.1,39,1,0
0.28,0.39,0.33,0.63,0.23,2.94,72,6,1
0.41,0.76,0.2,0.32,0.57,0.66,41,4,0
0.43,0.66,0.28,0.71,0.35,1.33,77,1,0
0.74,0.48,0.71,0.6,0.51,2.57,16,3,0
0.35,0.26,0.47,0.54,0.59,0.71,42,5,1
0.6,0.27,0.36,0.82,0.6,1.11,60,0,1
0.91,0.94,0.38,0.49,0.85,2.03,41,3,0
0.55,0.41,0.56,0.21,0.96,0.83,17,2,1
0.75,0.29,0.51,0.41,0.42,2.77,74,3,0
0.28,0.93,0.01,0.45,0.8,0.71,66,3,0
0.26,0.23,0.42,0.42,0.45,2.55,74,2,1
0.83,0.38,0.87,0.46,0.62,2.52,66,5,0
0.59,0.44,0.84,0.47,0.55,2.3,84,0,1
0.84,0.25,0.01,0.27,0.57,2.23,82,3,1
0.67,0.85,0.0,0.52,0.42,1.23,27,4,0
0.95,0.54,0.68,0.23,0.77,2.85,83,4,1
0.99,0.75,0.71,0.62,0.63,2.15,29,3,1
0.75,0.56,0.21,0.44,0.59,1.76,74,0,1
0.78,0.9,0.44,0.63,0.92,2.78,14,2,0
0.76,0.95,0.39,0.22,0.79,2.6,17,1,0
0.66,0.49,0.25,0.47,0.88,1.15,15,5,0
0.32,0.61,0.2,0.2,0.77,1.07,26,6,0
0.33,0.41,0.75,0.7,0.46,1.03,72,0,1
0.48,0.61,0.16,0.46,0.76,1.6,53,3,0
0.73,0.91,0.34,0.39,0.48,1.03,14,4,1
0.86,0.44,0.22,0.98,0.36,2.94,53,0,1
0.41,0.5,0.02,0.85,0.52,2.02,74,3,0
0.55,0.65,0.66,0.76,0.69,2.66,19,3,1
0.98,0.7,0.12,0.42,0.99,0.73,75,5,0
0.91,0.84,0.2,0.28,0.89,0.93,0,0,1
0.91,0.41,0.11,1.0,0.42,1.16,54,1,0
0.59,0.78,0.53,0.49,0.47,0.92,55,4,1
0.91,0.35,0.1,0.48,0.92,1.59,21,6,1
0.74,0.52,0.87,0.22,0.4,0.97,48,1,0
0.71,0.37,0.65,0.65,0.57,1.48,34,1,1
0.4,0.95,0.22,0.27,0.81,2.32,48,4,0
0.34,0.83,0.84,0.28,0.54,2.36,53,2,0
0.44,0.34,0.49,0.57,0.81,2.19,73,2,0
0.88,0.61,0.62,0.22,0.43,2.86,70,1,0
0.26,0.5,0.54,0.76,0.49,2.68,43,4,0
0.45,0.62,0.33,0.69,0.39,0.61,5,5,1
0.24,0.47,0.12,0.27,0.44,0.96,2,1,1
0.89,0.21,0.37,0.78,0.52,0.67,22,0,0
0.49,0.53,0.57,0.59,0.88,1.34,53,4,0
0.67,0.3,0.64,0.23,0.43,1.89,79,4,1
0.84,0.25,0.15,0.32,0.24,0.91,23,3,1
0.4,0.92,0.78,0.9,0.67,0.87,15,2,0
0.48,0.45,0.86,0.39,0.28,0.58,81,6,0
0.51,0.59,0.87,0.41,0.3,0.43,23,0,0
0.45,0.46,0.21,0.2,0.94,1.6,57,5,1
0.81,0.59,0.05,0.76,0.45,1.69,41,0,1
0.63,0.97,0.71,0.39,0.28,2.14,9,5,0
0.51,0.52,0.01,0.71,0.61,2.57,44,1,1
0.79,0.63,0.37,0.7,0.26,0.7,18,5,1
0.39,0.63,0.05,0.87,0.99,1.0,42,3,0
0.95,0.65,0.03,0.33,0.58,2.96,8,0,0
0.65,0.45,0.13,0.71,0.26,1.6,3,2,0
0.92,0.39,0.39,0.2,0.48,1.16,81,5,1
0.21,0.26,0.48,0.39,0.37,1.43,47,4,1
0.96,0.25,0.09,0.25,0.25,1.82,7,1,1
0.51,0.29,0.49,0.94,0.95,2.77,46,1,0
0.6,0.86,0.56,0.55,0.65,2.21,18,1,0
0.52,0.32,0.0,0.37,0.39,0.97,63,6,0
0.53,0.8,0.57,0.89,0.43,1.38,2,0,0
0.76,0.34,0.39,0.72,0.99,1.06,63,1,0
0.76,0.86,0.89,0.89,0.58,0.69,53,6,0
0.42,0.27,0.26,0.2,0.75,2.26,52,0,0
0.74,0.97,0.27,0.99,0.56,1.0,66,5,1
0.46,0.35,0.06,0.93,0.97,2.9,11,4,0
0.57,0.43,0.77,0.44,0.91,1.63,85,3,0
0.57,0.8,0.53,1.0,0.95,1.99,30,0,0
0.43,0.54,0.64,0.85,0.22,2.22,49,1,0
0.21,0.33,0.3,0.6,0.22,0.96,34,3,1
0.34,0.31,0.16,0.68,0.69,2.03,88,3,0
0.87,0.86,0.62,0.65,0.22,2.17,17,1,1
0.59,0.23,0.46,0.39,0.34,2.06,1,1,1
0.93,1.0,0.16,0.69,0.8,2.93,26,2,0
0.5,0.32,0.02,0.53,0.9,2.59,22,6,1
0.61,0.29,0.83,0.59,0.74,1.93,86,4,0
0.58,0.54,0.46,0.52,0.81,2.69,22,6,0
0.62,0.51,0.7,0.31,0.82,2.68,60,2,1
0.87,0.8,0.56,0.59,0.58,1.21,52,4,1
0.74,0.79,0.77,0.23,0.84,2.86,0,4,0
0.87,0.92,0.58,0.73,0.28,2.69,2,5,0
0.27,0.8,0.37,0.37,0.64,2.49,50,2,1
0.68,0.71,0.5,0.89,0.26,2.8,5,6,1
0.97,0.53,0.42,0.95,0.52,2.6,15,6,1
0.34,0.67,0.83,0.61,0.62,0.37,32,2,1
0.74,0.84,0.54,0.94,0.68,2.98,24,3,0
0.86,0.59,0.32,0.96,0.46,2.85,32,1,0
0.52,0.86,0.62,0.56,0.64,1.34,46,0,0
0.58,0.86,0.16,0.54,0.83,1.66,71,1,0
0.66,0.41,0.26,0.93,0.42,1.63,57,2,1
0.94,0.63,0.79,0.59,0.83,1.27,87,4,1
0.57,0.77,0.53,0.28,0.36,1.94,65,3,1
0.65,0.34,0.5,0.55,0.7,2.13,25,0,1
0.78,0.82,0.89,0.54,0.64,2.49,12,3,1
0.33,0.37,0.09,0.26,0.4,0.76,86,3,1
0.95,0.51,0.42,0.8,0.26,2.13,28,1,0
0.38,0.48,0.42,0.25,0.71,2.35,30,5,0
0.42,0.99,0.51,0.2,0.55,1.56,31,3,0
0.47,0.64,0.02,0.4,0.49,2.52,60,1,1
0.87,0.82,0.42,0.21,0.23,1.72,72,1,0
0.23,0.35,0.83,0.71,0.69,0.92,74,1,1
0.35,0.55,0.89,0.78,0.46,2.05,13,4,0
0.55,0.82,0.26,0.73,0.65,0.78,34,5,0
0.34,0.59,0.31,0.54,0.28,0.82,83,6,0
0.34,0.93,0.9,0.53,0.45,2.82,74,5,1
0.97,0.65,0.68,0.66,0.88,0.42,35,0,0
0.42,0.68,0.07,0.28,0.46,0.75,3,6,0
0.84,0.77,0.76,0.52,0.95,0.93,81,0,0
0.35,0.65,0.45,0.85,0.63,1.49,26,6,0
0.39,0.29,0.83,0.81,0.75,2.37,13,5,1
0.61,0.99,0.24,0.95,0.37,1.67,52,2,0
0.82,0.99,0.31,0.7,0.66,1.32,7,3,0
0.64,0.48,0.17,0.59,0.8,0.66,24,3,1
0.33,0.38,0.82,0.83,0.56,0.78,51,3,1
0.87,0.24,0.54,0.22,0.21,0.86,7,3,1
0.22,0.75,0.45,0.74,0.99,2.5,31,4,1
0.84,0.85,0.63,0.25,0.7,1.17,0,6,0
0.66,0.78,0.25,0.67,0.22,1.0,21,5,0
0.37,0.42,0.44,0.37,0.88,1.97,70,0,0
0.45,0.83,0.4,0.83,0.43,2.98,73,0,0
0.53,0.83,0.9,0.5,0.83,1.07,87,0,0
0.53,0.81,0.63,0.31,0.48,1.05,20,4,0
0.3,0.76,0.53,0.52,0.91,1.84,69,3,1
0.8,0.39,0.11,0.82,0.83,2.44,29,1,0
0.22,0.25,0.54,0.61,0.74,2.9,11,4,0
0.67,0.89,0.01,0.44,0.51,2.8,6,2,0
0.43,0.34,0.87,0.86,0.34,2.0,13,4,1
0.78,0.36,0.74,0.97,0.2,1.54,42,2,0
0.5,0.6,0.04,0.82,0.63,2.48,8,4,0
0.79,0.89,0.75,0.82,0.82,1.25,89,5,1
0.91,0.57,0.89,0.35,0.46,0.73,75,5,0
0.76,0.83,0.88,0.35,0.8,2.78,89,6,1
0.94,0.38,0.62,0.82,0.78,1.67,7,3,1
0.85,0.33,0.85,0.25,0.83,1.94,36,1,1
0.54,0.52,0.73,0.97,0.68,1.77,8,1,1
0.67,0.28,0.87,0.9,0.22,1.21,22,5,0
0.88,0.78,0.71,0.61,0.69,0.91,25,4,0
0.46,0.8,0.48,0.44,0.59,1.37,2,1,0
0.96,0.23,0.3,0.91,0.68,1.12,10,0,1
0.93,0.74,0.38,0.2,0.66,2.02,81,2,0
0.92,0.45,0.76,0.75,0.56,2.81,57,2,0
0.92,0.33,0.14,0.28,0.83,0.9,81,3,0
0.79,0.6,0.72,1.0,0.4,1.98,79,4,1
0.39,0.85,0.61,0.71,0.4,0.39,50,3,0
0.34,0.9,0.84,0.35,0.6,1.89,47,3,0
0.47,0.61,0.48,0.82,0.88,2.05,34,1,1
0.95,0.51,0.02,0.21,0.39,1.29,3,0,0
0.37,0.9,0.52,0.93,0.8,2.03,38,4,0
0.66,0.64,0.08,0.68,0.81,1.13,73,2,0
0.78,0.36,0.6,0.59,0.35,1.23,88,5,0
0.71,0.88,0.2,0.59,0.71,1.61,83,4,0
0.97,0.7,0.86,0.35,0.39,0.99,45,3,0
0.61,0.45,0.9,0.68,0.36,2.64,7,1,1
0.68,0.87,0.52,0.21,0.39,2.34,87,5,0
0.59,0.72,0.12,0.27,0.76,1.64,66,1,0
0.79,0.8,0.73,0.53,0.51,0.98,81,3,0
0.92,0.67,0.46,0.55,0.7,2.29,11,2,1
0.58,0.77,0.36,0.84,0.62,1.69,47,5,1
0.47,0.7,0.74,0.94,0.64,1.93,29,6,1
0.55,0.61,0.44,0.37,0.55,2.27,50,4,1
0.91,0.72,0.89,0.23,0.87,2.32,4,1,1
0.62,0.49,0.55,0.9,0.47,2.59,45,5,0
0.94,0.85,0.8,0.95,0.2,2.46,66,2,0
0.83,0.47,0.52,0.61,0.64,2.12,59,4,0
0.8,0.4,0.89,0.47,0.31,1.56,32,2,1
0.73,0.4,0.82,0.68,0.96,0.34,26,3,0
0.95,0.45,0.66,0.24,0.51,0.96,45,3,0
0.83,0.42,0.66,0.61,0.83,1.66,24,4,1
0.89,0.75,0.52,0.91,0.91,1.3,53,4,0
0.62,0.53,0.76,0.47,0.67,1.2,43,5,1
0.97,0.23,0.36,0.3,0.9,2.1,67,4,1
0.3,0.44,0.54,0.94,0.21,2.61,50,0,0
0.69,0.72,0.43,0.65,0.7,1.33,80,3,0
0.65,0.71,0.67,0.93,0.62,0.47,22,4,0
0.33,0.92,0.43,0.64,0.96,0.61,3,0,0
0.53,0.35,0.8,0.52,0.87,1.13,6,3,1
0.34,0.46,0.63,0.76,0.23,2.0,77,4,1
0.42,0.97,0.77,0.44,0.2,2.85,26,6,0
0.36,0.68,0.53,0.33,0.6,2.8,0,1,0
0.8,0.32,0.39,0.25,0.41,1.89,42,0,1
0.33,0.99,0.5,0.57,0.37,2.59,21,4,0
