contribution_consistency,repayment_punctuality,default_history,attendance_score,savings_stability,loan_to_savings_ratio,average_overdue_days,current_unpaid_loans,defaulted
56,57,1,45,51,1.11,64,3,1
99,42,1,98,77,4.91,49,3,1
78,92,1,94,94,3.44,2,1,0
80,84,1,36,49,0.63,67,1,1
62,72,0,62,92,1.11,48,3,0
53,82,0,50,60,2.08,84,5,0
52,90,1,48,93,3.44,89,2,0
53,97,0,38,50,1.68,46,2,0
91,86,0,73,64,3.72,58,0,0
70,98,1,75,35,1.64,55,5,1
60,35,1,43,67,0.64,17,5,0
32,57,1,71,86,3.2,57,3,1
49,79,0,33,45,2.78,51,3,1
57,35,1,34,41,3.33,62,0,1
66,81,0,90,45,2.22,31,0,0
34,65,1,79,95,2.54,31,3,0
45,55,0,79,77,4.05,85,3,0
52,96,0,58,77,2.62,4,3,0
35,30,0,52,41,4.55,46,1,1
91,83,0,62,97,4.58,39,5,0
36,50,0,71,40,1.47,37,3,1
91,56,0,34,31,3.29,46,4,1
47,41,1,36,96,4.44,64,3,1
70,70,0,41,87,3.89,21,4,0
75,85,0,53,84,4.0,56,0,0
32,66,0,59,99,2.73,21,0,0
80,77,0,74,70,1.24,58,1,1
36,41,0,73,65,2.94,5,4,1
30,67,0,71,92,4.82,5,0,0
99,63,0,65,61,4.85,32,2,0
93,32,1,31,65,3.81,37,3,0
59,46,1,51,32,4.47,60,1,1
96,94,0,39,62,4.66,54,5,1
80,75,1,89,34,4.79,17,1,0
34,91,0,31,80,1.82,62,3,0
72,58,0,30,69,2.21,3,2,0
52,61,0,50,95,2.99,20,4,0
85,44,0,67,38,4.83,47,4,1
56,62,0,45,97,3.66,58,5,0
33,76,0,100,72,2.29,84,4,0
98,82,0,66,74,2.23,73,2,1
62,69,1,48,90,4.06,80,3,0
100,100,0,55,66,4.52,1,1,0
49,74,0,82,90,0.68,34,1,0
64,96,0,93,65,3.8,42,0,0
77,97,0,40,37,3.95,23,1,0
46,85,0,61,77,0.84,72,5,0
36,35,1,68,43,2.62,42,4,1
77,96,1,60,82,4.13,8,3,0
69,69,0,42,78,2.21,71,1,0
63,47,0,78,61,1.04,12,0,0
40,51,0,46,98,2.08,11,2,0
45,90,0,30,72,3.61,85,1,0
48,85,0,74,65,1.23,58,4,0
38,92,0,75,35,3.71,2,3,0
58,68,0,83,53,4.59,10,0,0
31,38,1,99,35,3.57,1,4,1
69,99,0,76,47,4.73,9,3,1
85,76,0,58,56,1.11,6,1,0
36,87,0,49,69,3.37,86,5,1
86,86,0,50,56,4.46,48,1,1
65,60,0,63,64,2.09,47,5,1
52,83,0,59,79,3.49,20,5,1
57,68,0,91,40,0.93,48,2,0
65,94,0,79,51,1.41,55,1,0
38,90,0,85,65,2.96,54,3,0
96,65,0,59,34,0.62,53,1,0
89,35,0,41,76,2.88,27,3,0
84,44,0,94,99,1.5,27,0,0
39,50,0,42,71,4.13,62,4,1
65,99,0,61,94,2.72,37,5,0
30,31,1,88,62,4.26,36,2,1
94,52,0,73,76,1.4,70,4,0
56,69,0,87,41,0.61,84,4,1
60,59,1,56,50,4.43,20,4,1
96,55,0,43,43,3.77,8,3,0
72,89,1,71,44,4.86,5,2,1
62,72,1,40,90,4.94,42,4,1
35,66,0,62,80,3.47,34,5,1
55,48,0,80,83,3.06,66,2,0
72,30,0,76,96,2.53,50,3,0
81,34,0,41,38,2.4,0,4,0
53,82,0,84,87,2.48,8,0,0
49,57,1,83,99,3.36,30,2,0
81,92,0,55,77,0.9,26,0,0
81,68,0,74,41,1.73,34,4,0
71,49,0,81,97,4.73,22,3,0
83,42,0,53,36,1.36,18,2,1
93,55,1,84,81,3.03,60,1,0
58,44,1,60,68,3.26,64,0,1
58,76,0,47,48,3.01,60,3,1
70,47,0,89,93,4.51,1,4,0
83,56,0,84,45,0.86,19,0,0
76,60,0,64,77,3.37,63,1,0
45,95,0,87,82,2.11,62,3,0
97,77,0,49,39,3.19,22,1,0
83,82,0,84,99,2.63,19,4,0
73,84,0,76,98,2.43,89,5,0
93,76,0,68,89,1.54,84,4,1
83,90,0,39,41,3.47,9,2,0
40,47,0,53,93,3.94,52,2,1
30,45,0,48,53,1.31,54,5,1
76,79,0,73,61,3.53,46,5,0
35,89,0,31,96,2.14,48,1,0
82,99,0,69,34,1.52,79,0,0
44,94,1,79,55,3.63,56,3,1
68,88,1,99,40,4.07,35,3,0
81,99,0,30,66,4.09,44,2,0
76,47,0,58,89,0.79,74,0,0
98,35,1,35,84,0.62,74,5,1
96,67,1,87,72,4.45,53,4,1
69,80,1,91,92,4.41,79,4,1
89,95,1,62,83,2.26,82,0,0
88,39,0,98,51,4.94,20,0,0
90,77,1,97,100,2.11,62,3,1
79,97,0,99,53,2.14,83,3,0
58,91,0,35,63,3.87,69,4,1
53,89,1,57,80,2.08,82,4,1
80,70,0,46,75,0.96,14,3,0
61,37,1,91,83,2.19,77,0,0
82,34,0,66,94,2.45,25,2,0
99,62,0,100,68,3.68,15,0,0
51,98,0,85,31,1.65,11,5,0
45,76,1,93,100,3.89,57,4,1
71,46,1,54,68,1.09,83,5,1
57,98,0,31,69,3.96,13,0,0
72,81,0,93,45,1.45,58,0,0
47,60,0,96,60,4.19,24,3,0
96,89,1,93,30,2.91,17,1,0
42,32,1,90,54,2.98,81,0,0
60,47,0,84,76,3.89,42,4,0
58,78,0,71,79,2.02,67,4,0
44,73,0,58,75,3.36,9,0,0
59,43,0,39,56,3.87,42,2,1
42,79,0,67,45,1.13,74,1,1
73,47,0,46,48,2.35,23,3,0
41,96,0,60,52,0.9,40,4,1
35,90,0,49,41,3.72,81,0,1
36,50,1,55,97,1.09,2,4,1
59,69,0,73,57,1.27,12,0,0
61,79,0,83,50,3.04,2,5,0
30,78,1,37,62,3.27,35,5,1
78,66,1,35,70,2.6,52,1,0
73,37,0,71,58,4.89,57,2,1
41,88,0,38,88,2.11,87,0,0
86,69,1,99,50,3.73,50,0,1
68,43,0,38,39,3.65,3,4,0
99,87,0,63,35,4.96,66,3,1
92,77,0,94,76,1.77,39,2,0
68,50,0,98,56,2.06,77,5,1
53,70,0,59,86,4.3,54,5,1
33,34,1,41,56,3.76,63,0,1
97,48,0,39,30,4.66,88,5,1
69,52,0,93,47,2.73,53,1,1
33,51,0,33,40,4.02,38,3,1
54,38,0,53,99,3.99,87,0,1
65,38,0,69,57,0.88,22,1,0
71,61,0,31,80,0.53,27,0,0
91,100,1,71,35,2.81,58,3,0
67,81,0,35,70,4.3,85,3,1
87,88,0,68,48,1.42,15,4,0
33,64,0,65,41,0.61,12,5,1
44,59,0,100,88,4.94,84,4,1
65,54,0,66,59,4.0,27,1,0
86,78,1,36,93,2.3,50,1,0
94,62,0,67,75,3.75,76,4,1
34,100,0,35,90,4.8,10,3,0
42,57,1,86,72,2.67,28,2,0
98,38,0,63,39,1.45,18,2,0
47,91,1,85,90,4.19,40,3,0
62,94,1,39,41,4.95,47,1,1
95,85,1,46,84,4.41,22,5,1
52,77,0,46,82,1.43,49,4,1
32,83,0,46,92,0.85,28,2,0
59,71,0,58,79,4.51,60,3,1
92,41,0,38,60,4.13,55,1,1
59,52,1,80,44,1.46,55,3,1
79,54,1,61,97,2.14,67,5,1
99,51,0,41,97,2.95,48,2,1
67,38,0,31,42,2.36,89,0,1
61,66,0,62,43,3.39,80,4,1
55,97,0,68,50,4.82,81,4,1
49,76,0,31,54,2.55,84,3,0
64,58,1,38,56,3.0,70,0,1
32,45,1,75,69,2.95,48,2,0
99,51,1,88,89,1.63,28,1,0
96,64,1,58,94,2.99,44,0,0
79,41,0,97,96,2.56,83,3,0
59,54,1,76,80,2.59,38,3,0
97,37,0,100,62,0.64,37,3,0
89,47,1,94,59,2.97,12,0,0
43,39,0,58,54,4.33,51,0,1
95,95,0,92,96,0.61,42,1,0
77,77,0,62,49,3.17,74,5,1
50,40,0,47,79,2.01,39,3,1
68,91,0,94,57,3.24,32,3,1
92,77,0,52,33,3.26,5,3,0
68,48,0,76,37,2.56,86,1,1
74,97,1,71,85,2.85,74,4,1
37,87,1,52,79,2.03,21,3,0
89,42,1,85,77,4.05,79,0,1
98,51,0,53,83,2.4,14,0,0
53,55,0,97,64,4.13,2,2,0
51,47,1,55,72,2.12,17,0,1
91,58,0,91,73,0.96,32,1,0
81,40,0,78,93,3.73,39,4,1
49,74,0,57,66,4.41,32,4,0
67,62,1,98,82,1.6,18,5,1
44,60,0,34,44,3.28,52,2,1
30,47,0,34,42,4.65,50,1,1
86,92,1,84,97,1.76,88,3,0
30,59,0,91,91,4.52,26,4,0
33,41,0,73,34,0.9,44,2,1
79,73,1,38,45,3.24,42,3,1
59,58,1,47,74,2.99,38,5,1
46,98,0,82,45,3.85,60,0,0
36,84,0,59,67,2.51,66,3,0
56,31,0,71,77,4.86,30,3,1
70,37,0,93,94,3.93,30,1,0
52,47,0,97,74,3.94,54,2,0
77,84,0,69,92,1.52,20,3,0
59,79,0,52,54,2.34,56,3,0
91,42,0,40,78,2.93,1,4,1
94,94,1,95,88,3.21,48,3,1
55,95,1,59,65,3.1,90,5,1
76,94,1,50,42,2.49,20,0,0
90,93,0,85,41,0.9,75,1,0
38,69,1,45,53,4.51,22,0,1
49,82,1,61,97,4.42,57,0,1
71,62,0,71,82,2.39,76,2,0
57,33,0,88,55,3.54,76,1,1
85,52,0,95,54,2.39,56,3,1
47,76,0,31,39,2.88,49,0,0
55,88,1,97,78,4.39,71,0,1
62,32,0,64,69,2.77,46,1,0
90,72,1,67,35,3.42,4,1,1
93,55,1,50,100,1.38,26,4,0
82,41,0,41,64,0.52,0,3,0
98,95,1,35,55,1.44,49,2,0
99,91,0,52,80,1.47,80,0,0
97,63,0,87,79,4.84,60,0,0
54,84,1,79,57,0.83,83,5,1
57,32,0,86,72,2.86,66,5,1
100,60,0,32,42,4.04,7,1,0
85,42,0,54,81,3.5,74,4,1
97,30,0,67,37,2.02,15,0,0
34,73,0,52,98,2.28,21,1,0
74,63,0,34,42,3.28,13,3,0
41,57,0,47,98,4.24,73,0,1
46,44,1,65,75,1.07,63,5,1
78,87,0,34,93,4.7,27,4,1
67,45,0,69,37,4.03,12,4,1
82,92,1,75,87,3.34,86,4,1
56,47,1,67,73,2.64,70,3,1
79,52,0,49,86,1.5,51,3,0
45,60,1,95,62,2.59,44,5,1
80,99,0,97,63,3.98,62,0,1
67,79,0,56,73,1.14,28,2,0
40,97,0,54,66,4.94,74,0,0
43,37,0,97,39,1.93,68,2,0
54,72,0,58,61,3.01,4,3,0
33,52,1,98,56,3.44,74,3,1
66,68,0,62,86,1.15,60,0,0
71,68,1,50,32,4.4,43,2,1
47,77,0,99,47,2.91,49,2,0
40,95,0,100,51,1.07,3,1,0
61,70,1,66,97,2.8,64,4,0
84,93,0,60,100,0.68,71,1,0
46,51,0,49,94,3.26,87,3,1
43,51,0,87,36,1.78,14,1,0
99,98,0,75,30,4.86,6,5,1
97,64,1,99,85,3.92,57,0,0
84,55,0,51,72,2.09,59,0,0
94,30,0,48,68,4.39,78,5,1
72,62,1,73,47,1.54,22,4,1
75,62,1,30,32,2.72,36,5,1
58,49,0,72,63,0.62,72,1,0
82,62,0,78,98,4.68,68,5,0
78,68,0,53,61,1.13,42,4,1
90,42,1,77,83,4.34,47,0,0
93,96,1,60,72,1.74,66,3,0
88,34,1,33,74,1.13,49,5,1
73,47,0,99,86,4.31,26,5,1
38,82,0,91,57,3.36,64,5,1
71,86,0,42,50,0.92,3,2,0
55,42,0,72,100,4.34,11,1,0
60,52,0,62,84,1.61,68,0,0
82,63,0,88,98,3.9,22,3,0
82,89,0,95,98,4.57,36,1,0
51,46,0,75,41,4.5,2,5,1
92,38,0,64,47,3.71,72,3,0
98,31,1,80,51,2.37,33,0,0
78,81,0,89,32,1.93,19,5,1
39,70,1,42,79,0.83,47,5,1
86,40,0,73,79,3.64,43,4,0
83,42,0,83,54,1.81,31,3,0
99,96,0,71,64,4.48,4,4,0
73,35,0,73,69,1.29,87,3,1
78,98,0,41,76,3.72,26,0,0
49,86,1,64,40,1.48,5,2,0
31,71,0,47,44,4.99,17,0,0
53,36,0,50,38,2.89,39,1,1
39,58,0,62,98,3.12,31,3,0
61,74,0,93,59,5.0,10,1,0
95,45,0,62,44,2.11,11,3,0
34,85,0,72,84,4.75,7,2,1
89,39,1,60,66,3.6,75,2,1
42,80,0,34,73,1.77,44,5,1
88,87,1,75,36,4.26,30,2,0
75,63,0,91,47,4.08,7,0,0
54,70,0,39,86,1.33,60,5,0
85,95,0,41,58,4.53,48,3,0
49,70,0,84,69,3.68,76,5,1
66,43,0,56,58,0.5,6,5,0
60,34,0,88,89,3.46,6,4,0
35,41,0,54,86,4.66,71,4,1
44,80,0,36,45,4.3,8,5,1
100,44,0,68,63,3.14,62,0,1
67,76,0,92,84,3.37,68,2,0
32,51,1,90,44,1.38,36,1,1
76,69,0,76,88,2.51,61,1,0
47,43,0,61,99,1.78,61,3,0
41,86,0,78,63,1.63,6,5,1
78,37,0,100,75,1.87,71,1,0
33,76,1,93,72,4.44,17,3,0
47,48,1,96,68,0.91,5,4,0
50,94,1,65,69,4.28,30,2,0
43,80,1,52,64,1.78,41,5,1
82,94,0,86,73,2.17,61,3,0
96,86,1,71,100,0.76,46,2,0
52,77,0,76,34,2.7,48,2,0
44,99,0,86,56,3.59,32,3,1
66,72,0,41,85,2.11,63,3,0
99,53,0,75,41,1.46,15,0,0
68,37,1,88,30,4.84,65,3,1
90,76,1,72,71,4.55,30,0,0
37,51,0,73,35,4.63,61,3,0
46,75,1,100,92,2.27,3,4,0
57,75,1,100,100,0.99,79,5,0
92,66,0,41,74,1.47,89,4,0
46,79,1,95,47,4.98,64,4,1
98,81,0,32,78,3.63,83,4,1
47,46,0,70,79,2.16,72,5,1
88,97,0,74,48,1.55,51,4,0
81,76,0,33,49,1.36,89,1,0
50,73,0,44,52,1.94,77,4,1
95,73,0,66,93,1.99,1,5,0
82,76,0,68,92,2.08,16,3,0
68,75,0,60,77,0.85,25,5,0
53,79,0,73,37,3.34,60,2,0
38,88,1,55,31,1.46,42,5,1
83,90,0,53,73,3.46,79,2,0
54,71,0,55,31,1.59,67,2,1
53,80,0,40,40,1.64,17,1,0
44,40,0,45,38,4.58,70,0,1
52,67,0,57,48,0.75,5,1,0
47,72,0,69,93,3.68,46,1,0
38,30,0,71,65,1.92,86,2,1
40,69,0,75,33,3.31,42,3,1
76,85,0,98,86,3.84,34,4,0
41,34,0,48,35,4.92,12,1,1
58,95,0,63,67,1.98,16,5,1
83,32,0,38,53,2.3,87,2,1
68,82,0,48,30,1.33,16,0,0
39,54,1,36,97,4.75,9,2,0
35,74,1,60,46,4.65,67,4,1
78,90,0,53,96,4.19,43,5,0
40,40,0,95,73,3.36,75,3,1
66,54,0,79,31,1.35,36,0,0
52,92,1,93,94,2.28,14,2,0
98,92,0,46,39,2.66,46,0,0
44,71,0,51,91,2.4,88,0,1
93,31,0,65,46,3.31,72,0,0
87,65,1,49,96,4.12,47,3,1
74,98,0,57,35,3.85,75,1,0
45,90,0,97,95,1.37,11,1,0
83,45,1,40,89,1.48,9,4,1
64,54,1,91,82,0.91,26,5,0
43,55,0,83,82,1.62,73,4,0
83,85,0,57,84,2.67,28,3,1
73,54,1,94,93,2.25,74,4,0
72,95,0,72,47,3.75,56,1,0
52,55,0,98,54,0.52,50,3,0
30,48,0,84,90,3.17,68,0,0
97,33,1,75,55,3.27,64,4,1
81,69,0,76,67,4.01,58,4,0
76,89,0,59,73,0.59,88,5,1
47,65,0,85,74,3.8,72,3,1
98,89,0,67,31,1.11,12,0,0
73,87,0,33,56,3.26,8,0,0
77,46,1,53,52,4.12,29,2,1
47,86,1,94,97,1.88,83,5,1
50,58,0,41,86,1.35,29,1,0
94,54,0,62,86,2.04,40,5,0
50,49,1,35,88,3.41,32,2,0
56,76,1,85,51,3.6,32,5,1
61,91,0,61,43,3.24,81,0,0
49,57,1,66,72,2.26,75,2,1
75,72,0,46,83,0.99,10,3,0
94,81,0,41,41,3.81,23,4,0
49,40,0,92,99,4.99,66,5,1
59,90,0,30,74,1.58,58,2,0
97,58,0,80,93,3.99,32,2,0
47,80,1,41,84,1.41,74,2,0
100,97,1,52,61,1.1,22,2,0
45,89,0,92,68,2.29,72,4,1
62,88,0,52,99,3.08,59,0,0
65,62,1,40,98,4.58,11,5,0
47,44,1,56,88,1.23,49,5,1
56,74,0,54,79,4.43,30,2,1
40,60,0,67,98,4.26,36,5,1
66,58,1,39,93,1.53,31,5,0
72,74,0,100,77,2.17,90,3,1
99,59,0,53,64,3.14,55,4,0
51,56,1,59,92,4.21,64,5,1
62,94,0,44,85,0.54,82,2,0
40,50,0,34,74,1.55,41,1,0
61,37,0,72,86,4.0,25,5,0
35,51,1,87,98,2.43,83,4,1
56,57,1,41,42,2.33,78,4,1
42,34,0,80,91,4.46,43,1,0
98,59,0,32,41,2.44,86,5,1
72,62,0,91,61,2.67,43,1,0
31,53,0,64,60,1.74,79,0,0
80,73,0,68,99,0.61,57,1,0
95,69,0,30,38,2.67,3,4,0
83,65,1,64,37,2.06,21,1,1
75,95,0,100,71,3.49,44,0,0
100,70,1,43,43,1.76,0,2,0
40,62,0,82,67,3.93,84,5,1
89,42,0,89,64,4.03,37,2,0
65,91,0,81,64,4.63,19,2,0
37,70,0,84,72,3.8,29,0,0
56,91,1,91,80,2.04,83,2,1
73,98,1,86,84,1.12,3,3,0
56,75,0,68,55,4.15,74,3,1
75,40,0,41,68,4.57,1,0,0
100,64,0,100,38,4.72,38,0,1
76,34,0,84,96,3.48,48,1,0
32,63,0,94,35,3.8,77,0,0
75,80,1,88,40,4.79,18,3,1
35,95,0,63,68,4.96,1,4,0
88,41,1,66,60,1.35,69,0,0
47,91,0,94,41,2.79,30,0,0
94,88,0,41,74,1.86,18,5,0
32,70,0,86,56,1.81,11,5,0
96,68,0,97,74,0.51,9,2,0
50,100,0,65,80,1.23,76,5,1
31,56,0,48,30,2.46,72,1,1
40,58,0,57,48,3.24,87,5,1
69,69,1,88,58,1.35,8,4,0
40,88,0,43,31,3.97,66,2,1
43,55,0,100,55,4.74,20,3,0
30,44,0,74,90,4.58,80,5,1
70,67,0,70,41,2.97,26,5,0
50,72,0,47,89,0.51,1,1,0
48,78,0,89,31,3.55,76,2,1
85,86,0,77,39,1.95,44,2,0
73,95,0,52,96,1.35,5,2,0
34,76,0,73,71,1.58,38,4,0
86,65,1,33,33,4.98,84,0,1
93,53,0,35,87,0.59,40,4,0
74,87,0,92,85,3.39,83,1,0
30,35,1,86,52,3.33,31,4,1
30,91,0,33,51,2.91,19,1,0
48,53,0,43,79,4.18,35,0,0
91,94,1,70,63,3.69,89,1,1
55,60,1,49,97,4.18,42,5,1
42,57,0,67,89,3.63,35,0,0
87,92,0,31,59,4.53,78,0,0
30,88,1,63,65,0.62,84,0,1
77,69,0,87,38,2.44,20,0,0
79,44,0,89,100,2.95,37,1,0
46,78,0,91,74,0.8,82,0,0
66,68,1,39,98,4.62,58,1,0
55,62,0,89,51,1.27,84,5,1
69,59,0,97,74,2.61,58,4,0
42,54,0,83,80,3.51,47,4,0
76,91,1,88,78,0.85,45,2,0
70,82,0,88,73,2.23,9,2,0
78,46,0,43,76,3.33,60,1,0
58,42,0,82,90,3.2,78,1,1
92,68,1,78,85,2.44,2,3,0
61,75,0,51,42,1.24,51,2,1
62,73,0,77,35,0.73,90,4,1
35,77,0,79,65,0.58,43,0,0
33,39,0,55,68,1.25,41,2,0
80,83,1,42,63,2.36,47,3,1
44,44,0,59,36,2.31,4,4,1
76,79,0,78,98,4.73,52,3,0
47,66,1,53,41,4.3,60,0,0
68,47,0,80,98,0.98,88,2,1
32,73,0,43,39,3.64,20,4,0
54,94,0,46,33,0.83,87,2,1
82,99,0,52,83,1.01,3,5,0
77,98,1,89,61,3.9,50,4,1
44,39,0,56,70,2.39,52,3,1
33,96,0,90,32,4.3,74,4,1
56,49,0,49,84,2.55,49,2,0
40,56,1,45,39,3.51,5,2,0
54,66,0,48,77,4.94,12,4,1
87,41,0,89,56,0.91,20,3,0
59,32,1,65,87,1.36,77,1,1
64,35,0,65,67,1.24,29,0,0
42,45,0,93,43,1.02,21,5,1
73,56,0,74,70,4.11,12,4,1
54,55,0,87,98,1.64,84,4,1
35,40,0,94,100,0.8,47,0,0
80,45,0,88,99,1.14,26,5,0
49,86,0,60,62,4.29,9,4,0
45,70,1,76,75,4.36,41,1,0
85,36,0,51,64,0.52,62,4,1
100,98,1,94,83,2.16,60,0,0
96,61,0,51,39,1.18,85,4,1
69,41,1,70,47,3.54,31,1,1
83,35,0,85,84,2.91,2,4,0
61,34,0,88,80,4.5,36,4,1
69,73,0,88,62,4.07,17,2,0
33,66,0,63,47,3.42,36,4,1
44,89,0,68,62,0.66,6,3,0
74,82,0,89,30,4.39,25,4,1
98,61,0,46,66,1.41,88,2,1
33,31,0,76,72,2.08,62,4,1
76,44,1,92,81,3.66,48,4,1
60,96,0,83,93,1.41,54,1,0
80,52,1,67,38,3.24,33,4,1
52,91,0,36,88,2.33,54,3,0
58,45,0,63,69,2.06,86,0,1
92,66,0,53,58,3.65,77,5,1
72,96,1,57,58,1.77,13,1,1
79,97,1,75,83,1.62,58,5,1
53,93,0,50,53,3.89,69,2,0
39,94,0,77,79,2.67,83,5,1
59,32,0,36,89,2.96,33,4,0
68,85,0,55,38,2.37,50,0,0
89,67,0,37,44,2.63,66,3,0
86,72,1,41,41,4.55,86,4,1
30,65,0,43,95,3.98,54,4,1
58,79,1,37,66,1.29,61,5,1
60,37,0,72,83,2.48,43,3,0
72,63,0,79,32,4.76,76,3,1
79,34,0,86,86,2.59,68,1,0
51,74,0,76,55,2.36,21,4,0
54,80,0,37,93,1.82,75,4,1
54,46,0,55,70,2.81,43,0,0
93,75,0,62,67,3.87,24,3,0
54,81,0,87,71,0.6,83,2,0
79,100,1,79,63,2.4,70,4,1
64,80,1,80,96,2.53,62,1,0
76,46,0,47,68,0.52,84,0,0
73,50,0,60,65,2.06,57,3,0
83,70,0,71,76,0.55,35,3,0
40,73,0,70,80,1.45,74,2,1
41,32,0,66,90,3.13,34,4,1
53,73,0,68,64,2.98,38,0,0
56,100,1,95,71,4.77,55,5,0
51,74,1,31,56,2.37,41,1,1
35,41,0,90,37,1.03,72,0,1
98,61,0,74,78,2.1,78,0,0
90,79,1,96,100,1.95,53,1,0
86,94,0,96,81,1.18,77,0,0
80,55,1,62,34,1.95,62,1,0
38,100,0,95,98,1.75,48,0,0
60,50,1,67,84,2.26,75,4,1
66,39,1,72,39,4.27,73,5,1
53,97,0,91,84,0.92,27,4,0
41,50,1,73,84,1.35,12,1,0
40,74,1,56,63,3.14,13,0,1
52,55,0,52,84,4.63,44,5,1
63,91,0,65,90,1.45,29,1,0
44,45,1,59,54,0.96,90,0,1
86,47,1,43,92,2.26,78,0,1
72,54,1,93,89,2.67,72,2,0
32,89,0,46,94,1.6,39,2,0
49,57,1,63,95,1.07,64,1,1
86,92,0,98,33,3.47,7,1,0
78,73,1,48,33,3.59,7,4,1
55,36,0,68,73,0.68,10,1,0
73,44,1,64,57,3.4,44,4,1
66,88,0,98,80,3.16,55,1,0
97,80,0,89,85,3.69,67,0,0
88,32,0,66,39,3.31,17,3,0
81,61,0,39,34,3.82,17,4,1
80,65,0,63,76,1.59,63,2,0
83,65,0,70,43,1.15,63,1,0
86,82,0,31,61,4.82,55,0,0
52,62,0,37,47,1.25,17,4,1
76,74,0,51,88,2.13,4,5,0
65,45,1,86,94,4.5,81,3,1
80,70,0,43,63,3.66,67,3,0
78,37,0,70,46,2.64,44,4,1
80,69,0,59,38,0.52,43,4,0
96,85,0,99,60,0.63,24,0,0
48,34,0,96,96,1.26,45,0,0
83,48,0,34,91,2.45,47,1,0
67,63,1,89,63,4.19,25,0,1
88,83,0,32,75,4.62,62,4,1
49,40,1,84,54,1.75,56,2,1
42,55,0,82,71,3.91,88,3,1
31,89,1,84,100,2.5,39,3,0
41,92,1,93,61,3.7,4,0,0
84,67,0,82,76,4.93,84,2,1
100,97,1,65,71,4.08,88,2,1
79,50,0,91,79,1.85,77,2,0
31,44,1,63,44,0.73,6,4,1
67,76,0,41,32,4.74,57,5,1
93,83,1,66,51,2.43,64,5,1
38,32,1,56,45,3.57,41,4,1
56,82,0,42,82,0.51,20,5,0
34,30,0,63,67,4.71,24,5,1
53,84,0,100,32,0.57,51,1,0
31,77,0,78,63,4.38,68,1,0
68,83,0,78,100,2.27,16,4,0
80,86,0,61,68,0.6,26,1,0
36,73,0,73,32,2.42,41,3,1
43,77,1,93,46,2.32,40,1,1
35,94,0,35,90,0.93,8,4,0
88,60,0,94,94,3.8,33,1,0
59,68,1,85,89,1.25,25,5,1
61,55,1,75,73,4.55,34,4,1
41,71,0,36,89,2.47,35,5,0
68,57,1,71,32,4.18,38,4,1
50,47,0,80,73,4.52,15,5,1
54,82,0,81,89,4.99,89,1,1
47,53,1,30,53,3.88,89,0,1
84,32,0,84,68,0.67,33,4,0
70,80,0,88,96,2.27,62,0,0
76,73,0,66,53,2.9,68,5,1
42,41,1,58,66,2.44,87,5,1
71,77,0,35,30,2.73,56,3,1
32,35,0,100,96,1.1,25,0,0
62,31,1,68,77,4.14,76,2,1
73,80,0,32,48,0.64,79,1,0
31,47,0,46,44,4.25,23,1,1
51,96,0,66,57,2.89,21,5,0
97,73,0,52,90,2.84,69,5,0
69,65,0,92,30,0.63,3,3,0
43,90,0,94,66,1.96,52,5,0
95,40,0,48,97,2.83,25,0,0
45,62,0,100,88,1.54,32,5,0
86,48,0,31,84,2.71,6,2,0
68,61,0,50,82,1.56,56,0,1
67,36,1,42,58,1.84,45,5,1
60,44,1,84,73,1.95,81,2,1
62,51,0,30,58,2.07,43,3,0
41,79,0,31,57,2.05,41,5,1
64,64,0,80,93,1.82,35,4,0
38,53,1,68,62,2.57,15,2,0
55,66,0,85,86,3.55,55,3,0
41,43,1,56,59,4.56,5,5,1
98,56,0,96,77,2.36,39,0,0
37,74,0,37,84,4.63,56,1,1
71,32,0,96,100,3.69,3,1,0
65,92,1,39,74,2.22,46,4,1
88,93,0,38,100,2.61,34,4,0
55,64,0,74,80,2.02,13,3,0
77,69,1,88,94,0.63,65,3,0
72,94,1,50,44,4.9,78,2,1
92,83,0,35,90,1.87,47,2,0
30,31,0,95,31,3.5,90,5,1
83,83,0,93,83,3.1,78,2,0
87,74,0,98,83,1.32,4,4,0
40,53,0,88,79,1.89,1,3,0
98,59,0,64,97,2.7,22,4,0
83,33,0,51,31,1.68,20,0,0
90,47,0,82,92,2.17,5,5,0
78,38,1,87,66,2.14,88,4,1
84,73,0,44,83,0.63,79,2,0
92,94,0,67,70,1.29,5,2,0
98,55,0,32,62,2.25,26,2,0
64,47,0,62,95,0.72,8,5,1
40,35,0,74,81,2.14,87,4,0
33,98,0,57,30,3.7,66,2,1
80,90,0,37,92,1.88,11,1,0
93,30,0,71,80,1.01,72,2,1
74,93,0,55,35,1.87,39,4,0
95,30,0,70,72,4.07,24,1,1
58,94,0,88,51,2.73,38,0,0
35,94,0,81,54,1.17,16,1,0
41,34,0,32,69,3.08,57,0,1
45,75,0,31,100,1.76,45,2,0
75,59,1,55,100,3.96,65,4,1
31,98,1,75,66,1.79,65,4,1
69,60,0,59,49,1.67,20,1,0
34,33,0,41,75,0.87,42,2,0
76,87,0,76,48,2.63,8,0,0
49,46,0,85,79,2.49,14,1,0
92,52,0,70,84,0.79,19,3,0
41,100,0,83,43,3.13,31,5,0
45,54,0,64,68,2.88,61,5,1
59,51,0,39,81,4.82,21,5,1
49,55,1,31,72,3.94,56,5,1
99,36,0,93,75,1.51,34,4,0
38,43,0,95,72,1.3,52,2,0
32,65,1,99,94,4.87,63,3,1
49,98,0,94,81,4.77,43,5,0
