contribution_consistency,repayment_punctuality,default_history,attendance_score,savings_stability,loan_to_savings_ratio,average_overdue_days,current_unpaid_loans,defaulted
56,45,0,95,43,1.6,74,1,1
89,67,0,50,50,4.59,26,3,1
75,38,1,64,72,2.58,67,3,1
46,28,0,58,57,4.51,22,0,0
82,83,0,36,50,1.25,86,4,1
37,73,0,82,65,1.42,33,2,0
56,70,0,66,53,2.09,20,1,0
75,58,1,52,83,2.15,21,3,1
79,23,0,37,67,3.85,64,2,1
100,22,0,77,46,3.2,31,1,1
32,83,0,39,51,2.99,61,5,1
93,48,0,53,74,3.21,27,5,1
73,30,0,76,90,3.79,81,1,1
82,77,0,82,40,4.52,6,5,1
53,94,0,68,90,2.37,53,3,1
89,46,0,96,67,4.11,69,2,1
32,40,0,95,95,2.73,13,1,0
49,58,1,35,62,3.75,54,3,1
75,65,1,50,72,4.44,57,2,1
44,85,0,65,60,0.64,43,2,0
54,55,0,32,64,2.96,45,3,1
100,94,0,71,66,4.95,13,2,0
46,84,1,74,76,2.73,43,4,1
38,82,0,73,52,4.39,40,1,1
67,54,1,62,65,1.34,72,1,1
77,50,0,89,69,3.22,1,2,0
89,47,0,99,44,4.42,81,3,1
92,20,0,55,66,2.44,4,0,0
31,44,0,50,33,2.69,89,5,1
40,62,0,31,51,0.87,86,2,1
93,86,1,76,51,0.69,11,0,0
50,82,1,59,46,2.61,77,2,1
47,70,1,56,67,4.3,76,0,1
93,21,0,100,53,4.69,46,2,1
67,83,0,49,35,3.46,78,3,1
61,93,0,79,97,4.22,34,5,1
40,88,0,52,35,3.81,18,0,0
74,28,1,42,55,3.66,78,4,1
62,21,0,33,70,3.96,62,3,1
70,53,0,43,67,2.77,7,5,1
37,79,1,49,72,2.56,22,2,0
40,80,1,42,82,1.22,12,0,0
80,50,0,32,44,4.3,22,5,1
70,29,0,76,85,0.7,30,1,0
46,95,1,32,85,1.7,29,3,1
75,55,0,30,60,2.84,41,0,0
61,68,1,53,86,4.87,1,3,1
83,89,0,64,80,4.04,10,0,0
49,68,0,43,53,2.16,24,1,0
62,22,0,96,87,3.71,28,4,1
69,93,1,42,33,4.69,21,1,1
61,24,1,76,39,2.92,18,2,1
31,80,1,79,92,2.58,72,3,1
62,45,0,55,44,2.99,40,4,1
59,91,1,32,92,1.9,37,3,1
62,24,0,80,48,4.58,28,5,1
55,34,0,69,92,4.09,73,0,1
51,35,0,97,85,3.67,21,2,0
95,20,1,65,50,3.15,87,2,1
67,35,1,80,63,4.86,7,3,1
75,56,0,30,46,1.84,46,2,1
44,22,0,62,47,1.77,5,3,1
73,71,1,36,95,1.59,6,0,0
78,66,0,81,80,3.84,83,0,1
90,32,1,40,94,4.09,80,3,1
96,99,0,56,72,3.19,35,1,0
35,74,0,43,86,3.43,7,1,1
38,40,0,75,39,2.07,76,0,1
35,85,0,39,66,0.68,87,4,1
61,73,0,53,77,1.64,45,1,1
70,46,0,90,98,3.13,63,3,1
37,57,0,47,85,4.16,30,0,0
79,77,0,38,65,4.0,22,2,1
91,81,1,46,60,1.31,60,2,0
91,65,0,87,84,0.73,80,1,0
36,30,0,42,67,4.33,49,4,1
33,91,1,79,44,0.84,45,5,1
35,27,0,35,45,2.27,87,1,1
87,90,0,80,82,0.92,42,4,0
51,83,0,65,85,3.04,9,1,0
55,40,1,100,36,2.14,19,2,1
32,91,1,54,86,1.41,15,4,1
70,82,0,40,84,3.18,77,2,0
89,83,1,73,81,2.14,2,3,0
43,39,0,43,33,1.25,29,3,1
41,27,0,58,72,3.65,17,0,0
41,77,1,79,69,4.27,58,2,1
42,65,0,34,59,1.73,69,2,1
54,50,1,98,39,1.34,83,0,1
74,28,0,86,36,0.84,34,3,0
48,34,0,55,65,2.88,18,3,1
84,45,1,35,64,4.24,25,4,1
74,29,0,45,68,1.63,34,4,1
37,48,1,89,65,2.57,75,5,1
82,99,1,41,49,1.22,71,3,1
84,55,1,32,78,2.32,56,5,1
61,56,0,92,88,0.57,48,1,0
80,90,0,93,78,4.6,9,2,0
73,42,1,91,55,3.54,84,4,1
99,60,1,35,65,2.0,28,1,0
47,99,0,48,72,4.47,70,4,1
51,47,1,47,72,1.32,67,0,1
66,67,0,72,62,0.85,88,2,0
85,57,1,32,74,4.74,77,5,1
88,50,0,67,74,1.89,23,5,1
32,33,0,97,44,4.71,42,4,1
57,92,0,73,46,3.37,38,3,1
64,96,0,92,41,4.91,24,5,1
90,48,1,71,51,3.89,82,0,1
83,70,0,93,52,0.97,67,0,0
92,68,1,83,41,4.34,33,3,1
36,62,0,100,97,1.17,88,0,0
78,91,0,66,80,3.61,85,2,1
60,24,0,33,42,2.75,52,4,1
87,61,0,31,86,3.68,54,0,0
90,26,0,73,84,3.94,52,2,1
53,61,0,96,57,4.12,17,3,0
49,55,0,97,73,4.26,6,4,1
66,46,0,91,48,4.31,62,3,1
33,77,0,30,75,2.36,74,4,1
49,65,1,46,32,4.5,41,0,1
89,85,0,45,49,3.74,10,0,0
53,44,0,38,54,4.28,8,4,1
79,92,0,82,85,4.95,34,2,1
78,46,0,88,90,1.02,86,2,1
80,20,0,38,84,2.17,64,2,1
65,93,0,41,64,4.13,83,1,1
95,61,1,70,88,0.89,4,5,0
63,71,1,44,68,2.93,25,5,1
65,44,0,95,86,4.36,50,5,1
35,73,1,40,96,0.59,37,2,0
68,86,0,37,63,4.73,2,0,0
71,25,0,84,70,4.9,84,1,1
87,77,0,35,51,1.95,58,2,0
41,89,0,82,56,3.95,12,0,0
32,72,0,49,50,1.07,80,1,1
47,85,0,68,70,3.98,34,0,0
69,77,1,63,60,2.67,86,4,1
50,21,0,86,56,4.37,2,0,0
44,95,0,48,66,1.46,52,1,0
55,41,0,100,95,3.53,54,2,1
37,56,1,60,83,4.04,44,5,1
71,39,0,69,38,1.41,65,1,1
73,43,0,43,71,4.18,66,2,1
43,84,0,66,65,4.81,83,2,1
31,84,0,73,39,3.27,43,3,1
66,100,0,38,88,4.03,72,4,1
98,20,0,87,69,2.9,67,3,1
67,22,0,49,83,3.19,61,5,1
70,65,0,79,68,0.56,24,1,0
91,74,0,49,36,2.86,51,3,1
89,94,0,65,33,3.09,49,5,1
43,83,0,56,44,3.52,0,2,0
31,64,0,61,77,1.26,38,1,0
99,45,0,30,35,1.59,51,3,1
46,96,1,46,64,3.9,75,0,0
57,84,0,38,100,1.25,39,5,0
95,43,0,74,97,2.37,59,5,1
64,93,0,95,87,1.63,87,4,1
34,54,1,61,48,2.95,72,0,1
94,43,1,74,91,4.94,83,1,1
69,47,0,38,100,4.33,68,3,1
85,99,0,59,39,1.71,19,2,0
65,35,0,67,54,2.16,84,3,1
74,78,0,89,73,4.63,1,1,0
52,100,1,30,87,4.54,84,1,1
76,73,0,34,54,1.22,87,1,0
60,98,0,92,69,4.23,8,1,0
40,35,0,65,99,1.84,38,5,1
39,34,0,94,39,2.95,29,3,1
96,30,1,53,95,0.52,53,0,0
43,84,0,33,54,4.99,81,2,1
39,98,1,97,100,3.92,57,2,1
30,87,0,54,40,1.59,43,4,1
34,62,0,36,65,3.58,42,5,1
49,88,0,42,78,1.82,9,1,0
37,32,0,97,77,0.9,47,1,0
72,29,0,72,36,2.41,84,1,1
30,94,0,86,80,3.26,85,5,1
86,60,0,65,46,0.9,16,0,0
93,69,0,43,61,2.83,4,1,0
57,90,0,56,55,2.82,69,4,1
66,78,0,66,51,3.33,73,4,1
76,58,0,100,42,1.6,63,0,0
66,22,1,54,41,0.59,65,5,1
78,95,0,96,100,1.96,70,1,0
73,26,0,33,30,2.29,3,3,1
85,68,0,45,62,3.36,82,3,1
57,45,1,48,43,4.69,27,2,1
35,52,0,58,93,1.42,83,0,0
90,67,1,80,72,3.59,37,3,1
49,98,0,47,87,0.94,65,2,1
31,21,0,87,70,1.36,66,4,1
66,90,0,73,97,2.79,59,2,1
49,51,0,45,68,3.69,46,1,1
55,23,0,94,30,4.36,24,1,1
58,39,1,31,70,3.85,65,4,1
30,55,0,85,74,0.57,78,0,0
64,51,1,57,42,3.58,66,5,1
99,47,0,94,100,4.21,68,1,0
88,96,0,34,38,2.86,39,1,0
98,20,0,51,92,4.85,49,2,1
62,79,0,42,52,0.52,39,2,0
80,75,1,94,83,4.18,36,2,0
41,54,0,45,76,2.01,90,3,1
49,49,1,93,68,3.43,68,4,1
82,73,0,61,55,3.62,16,0,0
72,55,0,80,30,1.88,61,2,1
79,74,1,87,43,4.98,40,0,1
58,99,0,75,94,0.96,75,2,0
86,77,1,81,98,1.21,41,1,0
68,84,0,92,96,4.51,30,0,0
85,88,1,89,78,1.04,32,3,0
72,70,0,94,79,2.22,42,2,1
79,41,0,84,87,3.8,66,5,1
52,72,0,86,82,4.06,37,4,1
73,55,0,100,86,4.8,40,1,1
67,87,0,55,47,4.05,62,2,1
52,55,0,41,45,4.3,39,0,1
74,71,0,100,31,4.77,29,2,0
81,72,0,75,42,2.99,46,1,1
79,69,0,76,74,2.05,21,4,1
37,99,0,67,72,3.93,54,4,1
30,60,0,50,83,1.24,42,4,1
37,37,0,43,60,0.81,60,5,1
58,41,0,31,38,4.03,73,1,1
34,85,0,99,77,4.78,31,5,1
76,40,0,62,47,2.49,3,5,1
63,63,1,35,40,1.23,44,2,1
94,66,0,66,91,2.74,71,1,0
84,58,0,43,48,2.27,19,1,0
72,48,0,66,53,2.18,70,2,1
59,73,0,37,42,3.33,64,3,1
46,36,1,42,75,1.29,59,5,1
55,99,1,69,82,2.21,88,4,1
37,79,0,87,58,4.41,25,0,1
76,50,0,47,65,3.78,72,5,1
75,92,0,86,100,0.75,22,0,0
97,97,0,67,46,2.81,39,2,1
62,68,1,61,77,0.91,1,0,0
30,21,0,95,53,4.81,25,3,1
48,67,0,54,83,1.6,77,1,1
60,33,0,87,30,4.7,61,4,1
43,78,0,62,96,4.25,43,0,1
82,77,0,95,35,2.98,30,0,0
77,77,1,59,84,2.01,25,2,1
98,70,0,63,67,4.36,82,2,1
91,21,1,98,62,1.19,4,1,0
95,60,0,77,37,1.31,69,4,1
93,35,0,69,49,1.51,34,0,0
99,23,0,80,84,3.19,15,1,0
92,31,0,42,77,1.91,30,4,1
62,48,1,60,85,4.95,81,1,1
70,26,0,68,39,1.38,13,0,0
77,33,0,92,81,4.13,24,2,0
42,31,0,77,79,0.93,78,2,1
60,24,0,77,63,2.09,89,2,1
97,100,1,90,65,1.6,74,3,1
33,51,0,41,90,4.9,70,1,1
48,93,0,85,45,0.62,17,0,0
99,62,0,47,47,3.75,49,1,1
42,100,0,56,100,1.61,19,2,0
52,88,0,57,76,4.15,55,5,1
30,64,1,81,61,1.9,1,5,1
83,28,0,45,72,1.34,25,1,1
100,68,0,87,69,3.62,22,4,1
44,52,0,38,94,1.66,31,5,1
94,37,0,55,64,2.68,12,5,1
100,28,0,57,98,1.09,12,1,0
44,81,0,65,79,3.76,16,3,1
50,76,0,38,41,2.33,88,3,1
48,48,0,76,87,1.13,57,2,1
89,97,0,80,92,3.84,85,0,0
62,44,0,86,78,0.97,26,4,1
78,34,1,61,65,3.09,16,0,0
64,25,0,96,83,3.23,89,0,1
73,61,1,86,76,4.69,37,4,1
40,48,0,83,61,1.18,13,3,0
95,98,0,45,82,3.44,13,5,1
75,23,0,91,61,2.21,11,2,1
38,76,0,85,91,2.3,68,1,0
32,68,0,52,66,2.76,67,3,1
55,63,0,46,67,1.55,54,2,0
77,99,1,67,59,2.58,62,5,1
95,94,0,59,87,3.59,28,3,0
99,33,1,87,61,2.56,88,4,1
57,22,0,51,95,0.69,44,0,0
55,81,0,46,80,1.66,3,4,0
54,83,0,44,40,2.08,15,5,1
41,64,0,77,88,2.1,65,1,1
34,77,0,61,49,0.86,22,4,1
77,39,1,69,66,2.52,67,5,1
66,77,0,86,78,3.61,19,0,0
73,76,0,87,48,0.72,16,3,0
44,96,0,45,84,3.88,51,2,1
72,87,0,57,69,4.8,5,5,1
77,97,0,30,36,0.54,81,5,1
99,71,0,70,34,1.37,83,1,0
75,56,0,77,71,2.95,38,3,1
72,27,0,60,77,1.48,33,5,1
50,63,0,65,36,3.94,53,5,1
52,24,0,62,40,1.9,87,2,1
76,88,0,62,78,1.82,81,0,0
44,50,0,52,59,0.5,64,4,1
54,64,0,89,70,1.72,86,3,1
65,28,1,59,32,1.48,28,2,1
80,51,1,74,69,2.04,40,2,0
44,52,0,68,80,1.16,62,4,1
97,86,1,74,61,3.18,31,3,1
50,49,0,41,77,1.57,65,3,1
42,95,0,61,100,4.24,44,0,0
48,48,0,85,100,1.78,16,3,0
63,22,1,53,49,1.45,42,5,1
97,76,0,42,64,0.76,65,4,1
81,49,1,49,53,3.83,67,3,1
56,28,1,85,69,2.79,33,0,1
58,45,0,82,81,1.01,0,2,0
57,21,0,97,68,1.5,22,5,1
64,81,0,83,97,4.99,5,3,0
37,22,0,63,90,4.13,15,4,1
45,65,0,57,94,2.07,1,3,0
65,87,0,79,91,2.94,75,1,0
59,44,0,31,31,2.37,26,0,1
47,70,0,55,35,0.66,18,2,0
31,32,0,80,72,4.0,27,1,1
78,63,0,76,69,3.73,34,4,1
33,54,0,55,68,2.34,67,3,1
36,74,0,90,57,4.31,48,0,0
68,28,0,52,92,2.91,6,5,1
42,21,1,66,93,0.79,36,3,0
60,80,0,70,41,1.67,24,3,0
100,60,0,81,70,2.58,40,3,0
92,63,1,78,58,0.97,80,5,1
85,83,0,56,52,3.07,61,3,1
71,50,1,35,80,1.04,40,0,0
90,66,0,95,74,1.4,13,5,0
71,21,1,53,51,4.52,53,5,1
85,96,1,67,39,5.0,1,1,1
65,88,0,57,36,2.98,87,4,1
97,77,0,57,44,3.29,78,5,1
36,63,1,95,75,4.09,47,1,1
83,93,1,90,90,3.63,50,0,0
30,75,1,75,90,1.32,54,4,1
73,62,0,98,80,2.35,11,5,1
74,53,1,72,67,2.91,82,2,1
76,49,0,88,41,2.12,68,1,1
42,90,0,31,95,1.29,0,0,0
51,89,0,44,83,3.81,58,0,0
50,74,0,66,68,1.39,72,0,0
38,86,0,100,68,1.67,33,4,1
55,32,0,49,59,1.79,45,3,1
38,22,0,64,77,1.23,58,2,1
44,45,0,63,60,4.32,65,4,1
39,76,1,60,54,3.25,18,4,1
71,43,0,48,97,4.26,27,5,1
53,72,0,97,80,2.72,39,1,0
78,89,0,53,42,2.84,56,2,0
55,62,0,68,92,3.27,50,0,0
66,79,0,83,71,2.17,21,4,1
97,77,0,68,83,2.73,67,2,1
79,68,0,46,96,2.96,7,1,0
53,61,1,48,85,4.79,59,3,1
48,95,0,77,48,4.47,64,2,1
89,85,0,64,75,1.08,35,0,0
68,30,0,61,44,0.69,70,4,1
47,37,0,76,61,3.56,88,3,1
48,71,0,76,78,0.72,28,1,0
65,65,0,93,50,0.77,64,0,0
84,63,0,75,94,1.22,55,3,0
98,41,0,64,99,2.08,81,5,1
76,72,0,46,56,2.46,3,5,1
78,78,0,71,52,2.84,83,1,1
62,49,1,58,76,4.97,71,0,1
50,27,0,99,41,2.23,90,4,1
51,76,0,46,95,1.59,49,1,0
77,92,0,43,34,3.09,38,3,1
66,39,1,53,38,1.47,34,0,0
44,44,1,86,49,4.73,24,5,1
64,38,0,79,92,1.67,77,5,1
100,24,1,86,100,4.95,43,2,1
61,94,0,90,59,2.38,46,0,0
40,98,1,68,45,4.16,39,3,1
39,91,0,84,34,3.42,30,3,1
86,46,0,65,58,4.7,68,2,1
54,59,0,66,76,3.31,80,3,1
31,45,0,43,51,3.12,73,0,1
93,46,0,56,86,3.44,42,5,1
64,81,0,60,64,4.04,54,1,1
36,69,0,73,89,4.54,15,5,1
47,61,0,97,99,1.7,67,5,1
96,48,0,77,89,1.4,68,0,0
71,58,1,86,87,0.65,41,3,1
68,79,1,51,32,2.17,40,2,1
70,60,1,33,63,4.31,49,2,1
53,52,0,75,74,0.81,83,4,1
89,35,0,88,79,2.92,5,2,1
75,42,0,63,31,3.63,74,2,1
48,26,0,40,44,4.27,52,3,1
97,45,0,60,66,3.13,16,1,0
71,31,0,40,44,1.34,56,1,0
61,91,1,85,89,4.84,66,3,1
68,24,0,67,93,0.93,15,2,0
65,88,1,50,81,3.96,51,0,1
65,68,0,39,52,0.89,89,5,1
32,45,0,55,66,1.15,87,5,1
37,24,0,37,70,4.54,33,1,1
99,41,0,37,86,3.89,83,3,1
70,98,1,89,54,2.14,80,0,1
97,32,0,63,66,3.37,19,2,0
42,47,0,45,69,2.56,79,3,1
78,52,0,42,75,0.8,55,1,0
89,42,0,51,89,3.75,50,0,0
31,37,0,56,48,3.93,52,0,1
89,49,0,93,38,4.47,48,1,1
34,45,0,31,98,2.93,3,0,0
73,35,0,55,34,3.53,17,5,1
56,96,0,98,55,2.47,35,1,0
61,58,1,59,48,1.94,34,5,1
50,52,1,37,59,2.35,29,3,1
37,45,0,67,77,4.6,62,4,1
79,67,0,90,45,1.24,81,2,1
96,84,0,94,100,1.62,20,3,0
73,57,1,96,47,3.23,51,5,1
87,21,0,75,85,1.02,68,2,1
32,25,1,72,50,4.51,40,2,1
99,65,0,88,60,0.71,53,5,1
31,69,0,75,30,3.9,86,5,1
73,57,0,64,32,2.18,29,1,1
31,37,0,68,54,0.73,90,4,1
64,46,0,80,37,4.29,55,5,1
59,60,0,33,94,3.38,78,2,1
37,91,0,80,91,0.54,40,2,0
51,93,0,34,36,1.7,13,3,0
73,36,1,84,36,2.08,20,4,1
87,81,0,49,37,1.95,89,4,1
65,48,1,53,48,2.74,24,2,1
98,77,1,65,46,2.87,49,4,1
60,89,1,63,40,2.29,52,3,1
76,97,1,83,78,1.99,47,1,0
84,41,1,63,40,2.77,69,2,1
91,25,0,46,70,0.65,47,0,0
59,45,0,34,91,3.4,3,2,0
84,58,0,47,81,3.23,23,2,1
45,31,0,84,95,1.76,30,1,0
41,33,1,82,97,1.31,82,5,1
46,41,0,79,96,0.83,74,5,1
45,70,0,74,69,3.14,28,0,0
41,42,0,42,34,3.06,4,0,0
37,67,1,45,51,2.9,81,0,1
32,90,0,42,66,4.94,66,5,1
45,69,0,49,40,2.89,74,1,1
59,32,0,95,73,3.75,84,4,1
52,29,0,76,82,1.01,82,0,0
34,74,0,48,90,1.85,52,4,1
94,28,0,74,96,1.74,88,3,1
59,98,1,66,42,3.09,63,1,1
50,71,0,83,40,1.99,34,4,1
99,21,0,35,40,3.38,11,5,1
51,44,1,43,36,3.61,46,5,1
61,32,1,33,46,0.65,89,0,1
62,70,1,84,77,3.38,54,0,0
45,77,0,63,43,1.03,68,4,1
67,53,1,56,92,2.59,82,5,1
43,54,0,36,93,3.77,90,4,1
65,22,0,32,94,3.67,37,3,1
52,78,0,76,63,1.85,28,1,0
95,89,0,31,38,1.73,11,5,0
31,67,0,54,66,2.48,18,2,1
94,83,0,89,59,1.35,8,5,1
96,38,1,53,70,4.89,81,3,1
81,86,0,44,74,2.05,28,5,1
91,92,0,43,76,4.65,2,3,0
52,95,0,83,36,4.59,86,5,1
55,24,0,35,43,2.14,29,3,1
97,86,1,47,77,1.64,57,0,0
84,30,1,49,35,3.97,87,4,1
35,87,1,91,63,1.53,52,5,1
64,88,0,69,75,2.85,3,1,0
51,20,0,68,88,1.0,56,0,1
72,82,0,81,99,2.24,53,3,0
44,48,0,61,37,0.85,27,1,0
89,31,0,56,53,1.78,15,0,0
41,96,0,81,96,3.49,12,2,1
78,60,0,92,33,4.96,71,5,1
71,21,0,92,30,1.65,55,5,1
67,56,0,46,63,2.63,52,3,1
74,64,0,78,38,2.52,47,0,1
64,99,0,52,92,1.33,24,0,0
59,67,0,42,39,3.25,65,3,1
59,43,0,52,39,3.76,29,2,1
35,41,0,86,79,1.16,2,5,1
96,30,1,91,73,3.91,22,4,1
36,77,1,83,77,3.65,28,2,1
81,65,0,49,35,1.39,40,3,1
43,48,0,81,53,3.42,10,4,1
44,54,0,52,87,2.27,20,0,0
50,34,0,64,93,3.57,90,2,1
64,79,1,96,85,2.73,23,2,0
95,61,1,63,41,0.72,64,5,1
31,62,1,62,64,4.04,0,5,1
64,99,0,75,100,3.0,53,4,1
49,93,1,74,35,3.76,71,0,1
39,68,0,48,94,1.07,33,2,0
54,83,1,44,89,3.75,79,4,1
95,51,0,95,97,2.36,90,2,1
54,83,0,68,58,4.1,67,5,1
83,21,0,47,67,3.2,82,0,0
62,43,0,99,51,2.1,28,0,0
65,85,0,88,37,1.41,2,1,0
43,57,1,61,92,4.17,10,4,1
94,50,0,50,42,3.02,7,5,1
83,45,0,69,56,4.94,61,5,1
81,48,0,56,47,2.18,32,5,1
32,86,0,31,47,3.59,7,3,1
70,97,1,68,91,3.3,24,2,0
35,44,0,85,43,3.37,87,0,1
54,67,0,42,40,3.82,25,2,1
42,84,1,85,46,1.13,25,2,1
37,72,1,95,80,2.97,16,3,1
50,86,0,85,43,2.79,90,0,1
97,37,1,57,86,2.04,28,1,0
54,28,0,93,35,2.46,42,5,1
97,57,1,100,86,2.83,72,4,1
74,40,0,93,33,1.94,77,2,1
89,84,1,85,40,1.82,4,3,1
41,40,0,70,40,3.82,49,3,1
61,46,0,70,37,0.8,55,4,1
42,89,0,33,88,1.91,62,4,1
60,63,0,86,50,3.44,56,0,0
49,47,1,59,94,1.44,44,2,0
47,64,0,75,53,3.08,36,2,1
89,36,0,85,59,1.86,71,4,1
92,59,0,60,86,4.29,78,5,1
35,22,0,36,46,2.07,35,1,1
61,95,1,83,88,1.53,32,2,0
72,95,0,37,60,2.89,5,3,1
31,85,0,84,93,1.11,75,5,1
89,65,0,98,77,4.09,70,4,1
52,49,1,73,52,3.56,44,2,1
60,88,0,42,99,3.97,6,0,0
34,28,0,49,59,2.29,64,4,1
63,30,1,61,84,4.26,23,3,1
39,88,0,89,36,2.72,44,0,1
31,85,0,79,41,0.93,60,4,1
40,50,1,56,89,1.51,18,4,1
79,52,1,54,81,3.7,31,2,1
60,58,1,81,56,4.53,29,0,1
85,65,1,97,41,0.93,64,4,1
38,56,0,50,42,4.39,31,5,1
50,79,0,47,91,4.1,56,3,1
57,50,0,68,58,2.1,19,0,0
91,30,0,44,64,3.6,84,5,1
36,21,1,82,89,1.34,82,2,1
45,46,1,67,58,4.16,29,1,1
33,21,0,77,60,3.46,86,4,1
33,40,1,81,90,2.47,90,1,1
69,77,0,57,31,4.39,58,4,1
46,24,0,45,62,1.13,89,5,1
81,71,0,45,91,4.31,61,2,1
81,64,0,64,88,0.61,66,2,1
65,39,0,46,69,3.89,30,2,0
67,80,1,81,78,3.08,65,2,1
79,57,0,41,61,3.64,53,0,0
92,39,1,77,67,2.36,9,0,0
92,44,0,51,42,4.39,37,4,1
91,21,0,78,83,1.91,82,0,1
36,51,0,81,42,1.74,30,4,1
56,45,0,30,68,1.86,28,0,0
43,89,1,95,52,3.98,24,0,0
100,60,0,93,43,2.73,31,0,0
34,86,1,37,46,2.92,16,3,1
84,20,1,54,53,4.24,44,2,1
31,70,1,95,87,4.25,48,3,1
91,24,0,99,92,1.23,86,0,0
50,32,1,80,63,2.97,17,0,0
50,38,0,82,80,1.07,74,3,1
39,31,0,44,39,4.41,51,5,1
87,67,0,79,50,4.27,19,4,1
68,44,1,100,66,4.32,61,2,1
34,76,0,67,36,3.67,12,4,1
94,54,0,69,42,2.6,87,5,1
42,95,0,95,59,2.32,42,2,1
82,24,0,68,60,2.28,83,1,1
74,41,0,46,34,0.8,20,2,1
61,96,1,36,61,4.77,5,4,1
65,76,0,68,45,2.53,70,2,1
89,66,1,97,51,4.69,52,1,1
40,73,0,64,93,4.46,86,1,1
92,22,1,80,73,4.23,51,0,1
50,72,0,76,69,3.15,68,1,0
81,50,0,65,66,0.96,85,3,1
84,88,0,93,45,1.96,8,4,0
55,52,0,42,72,3.22,73,3,1
97,91,1,47,92,0.56,45,5,1
63,69,0,50,44,0.69,74,3,1
81,35,1,94,73,3.55,70,4,1
81,95,1,37,38,4.5,29,5,1
58,96,0,77,94,4.35,42,3,1
67,58,0,72,73,1.26,58,3,1
71,65,0,82,49,4.6,37,5,1
50,66,0,56,99,3.63,33,3,1
71,63,0,48,62,3.72,45,1,1
42,28,1,52,35,1.87,31,4,1
93,69,0,79,60,3.72,15,4,1
46,96,0,80,95,3.69,38,4,1
38,79,0,72,47,3.18,0,3,1
70,34,0,80,57,2.11,56,1,1
30,55,1,98,97,4.15,86,4,1
31,82,1,70,94,4.72,19,2,1
89,88,0,40,74,4.41,81,4,1
77,99,1,81,87,1.59,81,0,0
58,60,0,52,76,2.51,41,2,1
39,93,0,78,95,2.04,84,4,1
87,43,0,67,81,3.68,71,3,1
89,68,1,76,65,4.24,33,4,1
50,37,0,36,30,1.47,49,1,1
57,26,0,95,68,4.76,10,1,0
63,23,0,91,30,3.55,42,4,1
37,88,0,58,43,1.48,9,3,1
88,79,1,67,100,2.17,7,3,1
78,74,0,62,52,0.97,71,3,1
46,35,1,58,72,3.19,18,4,1
89,48,0,52,51,1.26,64,4,1
74,42,0,32,89,3.62,54,0,1
98,33,0,74,56,3.82,51,1,1
61,98,0,37,85,2.66,2,2,0
73,68,0,58,31,0.92,52,2,1
94,52,0,31,68,3.25,43,1,1
37,44,0,79,80,2.17,47,5,1
72,40,1,94,48,4.77,53,0,1
30,36,0,49,91,2.81,15,1,0
80,42,0,81,100,0.83,29,0,0
53,76,0,66,96,3.36,27,5,1
53,100,0,56,92,4.01,15,0,0
46,77,0,76,34,1.22,50,3,1
34,33,1,35,90,2.52,32,1,1
49,39,0,89,100,3.84,24,2,0
50,49,1,74,36,0.59,17,4,1
87,38,1,73,79,0.63,25,5,1
60,72,0,47,75,3.55,5,5,1
40,75,0,94,43,3.76,37,4,1
81,96,0,54,98,4.31,43,1,0
44,42,0,56,94,2.3,66,4,1
36,81,1,36,94,2.25,42,0,1
57,52,1,73,86,2.99,5,4,1
80,37,0,58,91,3.91,77,0,1
87,92,0,73,49,3.38,63,0,0
34,52,1,65,55,1.97,81,2,1
34,51,0,48,73,2.06,79,4,1
37,80,1,35,96,3.93,87,2,1
93,73,1,54,99,2.91,12,4,0
39,36,0,60,91,0.94,64,0,0
67,38,0,38,74,1.19,37,4,1
37,89,0,66,40,4.33,63,5,1
54,53,0,56,63,4.99,13,5,1
95,44,0,42,75,2.01,16,2,0
79,87,0,70,61,2.24,76,3,1
96,93,1,95,34,1.2,12,5,0
78,93,0,53,92,1.56,72,2,1
65,30,0,73,58,2.41,5,3,1
97,35,0,89,77,1.78,5,1,0
70,80,0,38,45,3.66,36,2,0
91,99,0,31,54,2.92,56,5,1
39,26,0,85,58,4.2,52,5,1
50,35,0,59,81,3.76,45,4,1
65,35,0,51,75,1.08,77,3,1
41,59,0,42,54,1.06,3,5,1
31,31,0,100,52,4.53,33,4,1
42,54,0,45,63,4.19,65,3,1
82,40,0,74,96,2.61,62,2,1
61,69,1,94,63,1.09,60,2,0
45,62,0,40,61,4.54,80,4,1
61,36,0,99,58,1.54,41,2,0
61,51,1,49,38,0.66,77,4,1
40,60,0,92,95,4.66,63,0,0
39,25,1,41,86,4.14,16,3,1
44,46,0,91,68,3.62,60,4,1
46,39,0,71,36,0.65,29,3,1
69,44,0,98,98,2.88,42,0,0
47,85,0,87,37,3.44,6,3,1
84,28,0,34,47,3.92,72,4,1
54,72,0,56,78,2.62,45,2,1
88,80,0,57,45,4.79,22,3,1
51,57,1,55,50,1.6,35,3,1
59,22,0,78,39,0.81,13,5,1
73,89,0,50,33,2.0,19,5,1
61,74,0,30,73,3.48,55,0,0
80,20,0,87,37,3.82,80,1,1
75,89,1,84,84,3.82,31,2,0
50,64,0,55,48,1.0,24,4,1
61,66,0,54,93,4.48,48,0,1
68,98,0,62,69,1.76,56,4,1
41,45,1,98,80,1.44,26,4,1
76,33,0,35,38,3.27,26,3,1
47,73,0,52,59,1.45,45,0,0
50,90,0,59,85,2.79,44,0,0
